,country.value,date,value
374,Nigeria,1997,45.792
375,Nigeria,1996,45.567
376,Nigeria,1995,45.487
377,Nigeria,1994,45.513
378,Nigeria,1993,45.788
379,Nigeria,1992,45.668
380,Nigeria,1991,45.691
381,Nigeria,1990,46.037
382,Nigeria,1989,46.182
383,Nigeria,1988,46.072
384,Nigeria,1987,46.018
385,Nigeria,1986,45.975
386,Nigeria,1985,46.317
387,Nigeria,1984,46.55
388,Nigeria,1983,46.638
389,Nigeria,1982,46.513
390,Nigeria,1981,46.493
391,Nigeria,1980,46.349
392,Nigeria,1979,46.215
393,Nigeria,1978,46.019
394,Nigeria,1977,45.558
395,Nigeria,1976,44.721
396,Nigeria,1975,43.662
397,Nigeria,1974,42.791
398,Nigeria,1973,42.011
399,Nigeria,1972,41.273
400,Jamaica,2021,
401,Jamaica,2020,71.869
402,Jamaica,2019,71.767
403,Jamaica,2018,71.793
404,Jamaica,2017,71.911
405,Jamaica,2016,72.02
406,Jamaica,2015,72.394
407,Jamaica,2014,72.982
408,Jamaica,2013,73.412
409,Jamaica,2012,73.433
410,Jamaica,2011,73.094
411,Jamaica,2010,72.622
412,Jamaica,2009,72.124
413,Jamaica,2008,71.612
414,Jamaica,2007,71.418
415,Jamaica,2006,71.199
416,Jamaica,2005,71.044
417,Jamaica,2004,70.86
418,Jamaica,2003,70.806
419,Jamaica,2002,70.888
420,Jamaica,2001,70.758
421,Jamaica,2000,70.944
422,Jamaica,1999,70.968
423,Jamaica,1998,70.99
424,Jamaica,1997,71.207
425,Jamaica,1996,71.488
426,Jamaica,1995,71.549
427,Jamaica,1994,71.739
428,Jamaica,1993,71.921
429,Jamaica,1992,72.189
430,Jamaica,1991,72.186
431,Jamaica,1990,72.304
432,Jamaica,1989,72.157
433,Jamaica,1988,71.541
434,Jamaica,1987,71.273
435,Jamaica,1986,70.732
436,Jamaica,1985,70.52
437,Jamaica,1984,70.272
438,Jamaica,1983,70.16
439,Jamaica,1982,70.244
440,Jamaica,1981,69.859
441,Jamaica,1980,69.435
442,Jamaica,1979,69.048
443,Jamaica,1978,68.755
444,Jamaica,1977,68.534
445,Jamaica,1976,68.425
446,Jamaica,1975,68.048
447,Jamaica,1974,67.838
448,Jamaica,1973,67.551
449,Jamaica,1972,67.102
450,Ireland,2021,
451,Ireland,2020,82.2048780487805
452,Ireland,2019,82.7024390243903
453,Ireland,2018,82.2048780487805
454,Ireland,2017,82.1560975609756
455,Ireland,2016,81.6536585365854
456,Ireland,2015,81.4536585365854
457,Ireland,2014,81.3487804878049
458,Ireland,2013,80.9487804878049
459,Ireland,2012,80.8463414634146
460,Ireland,2011,80.7463414634146
461,Ireland,2010,80.7439024390244
462,Ireland,2009,80.190243902439
463,Ireland,2008,80.0951219512195
464,Ireland,2007,79.6414634146341
465,Ireland,2006,79.2414634146342
466,Ireland,2005,78.9439024390244
467,Ireland,2004,78.5390243902439
468,Ireland,2003,78.1390243902439
469,Ireland,2002,77.6341463414634
470,Ireland,2001,77.1341463414634
471,Ireland,2000,76.5365853658537
472,Ireland,1999,76.0829268292683
473,Ireland,1998,76.1804878048781
474,Ireland,1997,75.9853658536585
475,Ireland,1996,75.8317073170732
476,Ireland,1995,75.4698048780488
477,Ireland,1994,75.7871219512195
478,Ireland,1993,75.2921951219512
479,Ireland,1992,75.4150975609756
480,Ireland,1991,75.025
481,Ireland,1990,74.8460731707317
482,Ireland,1989,74.4552195121951
483,Ireland,1988,74.4394146341463
484,Ireland,1987,74.4323902439024
485,Ireland,1986,73.6655365853659
486,Ireland,1985,73.6219024390244
487,Ireland,1984,73.6637317073171
488,Ireland,1983,73.2400975609756
489,Ireland,1982,73.2090487804878
490,Ireland,1981,72.9517804878049
491,Ireland,1980,72.5954146341464
492,Ireland,1979,72.2680243902439
493,Ireland,1978,71.9963170731707
494,Ireland,1977,71.9973902439024
495,Ireland,1976,71.8566097560976
496,Ireland,1975,71.7530487804878
497,Ireland,1974,71.1755609756098
498,Ireland,1973,71.2399756097561
499,Ireland,1972,71.021756097561
